query,subject,identity,alignment length,mismatches,gap opens,q start,q end,s start,s end,evalue,bit score
chr22:22437645-23366982,IGLV3-9*01,80.769,52,10,0,352519,352570,231,282,4.86e-06,52.3
chr22:22437645-23366982,IGLV3-9*01,77.193,57,13,0,190872,190928,9,65,1.46e-05,50.7
chr22:22437645-23366982,IGLV3-9*01,69.620,79,24,0,172085,172163,202,280,1.46e-05,50.7
chr22:22437645-23366982,IGLV3-9*01,72.059,68,19,0,334044,334111,6,73,4.38e-05,49.1
chr22:22437645-23366982,IGLV3-9*01,72.059,68,19,0,357126,357193,6,73,4.38e-05,49.1
chr22:22437645-23366982,IGLV3-9*01,72.059,68,19,0,417367,417434,6,73,4.38e-05,49.1
chr22:22437645-23366982,IGLV3-9*01,81.250,48,9,0,329447,329494,231,278,4.38e-05,49.1
chr22:22437645-23366982,IGLV3-9*01,85.714,42,6,0,379104,379145,241,282,4.38e-05,49.1
chr22:22437645-23366982,IGLV3-9*01,70.000,70,21,0,777949,778018,10,79,3.94e-04,46.0
chr22:22437645-23366982,IGLV3-9*01,64.583,96,34,0,857132,857227,166,261,3.94e-04,46.0
chr22:22437645-23366982,IGLV3-9*01,68.493,73,23,0,573488,573560,10,82,0.001,44.4
chr22:22437645-23366982,IGLV3-9*01,68.493,73,23,0,650028,650100,10,82,0.001,44.4
chr22:22437645-23366982,IGLV3-9*01,63.918,97,35,0,319672,319768,165,261,0.001,44.4
chr22:22437645-23366982,IGLV3-9*01,68.571,70,22,0,720128,720197,10,79,0.004,42.8
chr22:22437645-23366982,IGLV3-9*01,82.500,40,7,0,177830,177869,80,119,0.004,42.8
chr22:22437645-23366982,IGLV3-9*01,75.000,52,13,0,295261,295312,231,282,0.004,42.8
chr22:22437645-23366982,IGLV3-9*01,67.606,71,23,0,62633,62703,6,76,0.011,41.2
chr22:22437645-23366982,IGLV3-9*01,71.930,57,16,0,171880,171936,9,65,0.011,41.2
chr22:22437645-23366982,IGLV3-9*01,77.778,45,10,0,412998,413042,75,119,0.011,41.2
chr22:22437645-23366982,IGLV3-9*01,76.596,47,11,0,413172,413218,231,277,0.011,41.2
chr22:22437645-23366982,IGLV3-9*01,70.000,60,18,0,319495,319554,6,65,0.032,39.6
chr22:22437645-23366982,IGLV3-9*01,67.143,70,23,0,683459,683528,10,79,0.032,39.6
chr22:22437645-23366982,IGLV3-9*01,67.143,70,23,0,744252,744321,10,79,0.032,39.6
chr22:22437645-23366982,IGLV3-9*01,67.143,70,23,0,808235,808304,10,79,0.032,39.6
chr22:22437645-23366982,IGLV3-9*01,81.579,38,7,0,319583,319620,91,128,0.032,39.6
chr22:22437645-23366982,IGLV3-9*01,75.000,48,12,0,51520,51567,231,278,0.032,39.6
chr22:22437645-23366982,IGLV3-9*01,73.469,49,13,0,142481,142529,6,54,0.096,38.0
chr22:22437645-23366982,IGLV3-9*01,70.175,57,17,0,177750,177806,9,65,0.096,38.0
chr22:22437645-23366982,IGLV3-9*01,100.000,22,0,0,352368,352389,98,119,0.29,36.5
chr22:22437645-23366982,IGLV3-9*01,100.000,22,0,0,378943,378964,98,119,0.29,36.5
chr22:22437645-23366982,IGLV3-9*01,95.833,24,1,0,650976,650999,104,127,0.29,36.5
chr22:22437645-23366982,IGLV3-9*01,95.833,24,1,0,686915,686938,104,127,0.29,36.5
chr22:22437645-23366982,IGLV3-9*01,76.923,39,9,0,565219,565257,10,48,0.86,34.9
chr22:22437645-23366982,IGLV3-9*01,71.429,49,14,0,329268,329316,70,118,0.86,34.9
chr22:22437645-23366982,IGLV3-9*01,60.625,160,61,1,133367,133524,96,255,0.86,34.9
chr22:22437645-23366982,IGLV3-9*01,92.000,25,2,0,220957,220981,98,122,0.86,34.9
chr22:22437645-23366982,IGLV3-9*01,66.667,63,21,0,22380,22442,202,264,0.86,34.9
chr22:22437645-23366982,IGLV3-9*01,83.871,31,5,0,646923,646953,255,285,0.86,34.9
chr22:22437645-23366982,IGLV3-9*01,66.667,60,20,0,378842,378901,6,65,2.6,33.3
chr22:22437645-23366982,IGLV3-9*01,95.455,22,1,0,730407,730428,104,125,2.6,33.3
chr22:22437645-23366982,IGLV3-9*01,80.645,31,6,0,177926,177956,164,194,7.8,31.7
chr22:22437645-23366982,IGLV3-1*01,100.000,285,0,0,866373,866657,1,285,9.44e-127,453
chr22:22437645-23366982,IGLV3-1*01,84.912,285,43,0,804701,804985,1,285,1.02e-85,316
chr22:22437645-23366982,IGLV3-1*01,86.207,261,36,0,653897,654157,1,261,6.01e-81,301
chr22:22437645-23366982,IGLV3-1*01,83.039,283,48,0,698236,698518,1,283,5.41e-80,297
chr22:22437645-23366982,IGLV3-1*01,83.039,283,48,0,757529,757811,1,283,5.41e-80,297
chr22:22437645-23366982,IGLV3-1*01,83.453,278,46,0,672357,672634,1,278,1.62e-79,296
chr22:22437645-23366982,IGLV3-1*01,82.374,278,49,0,732949,733226,1,278,1.18e-76,286
chr22:22437645-23366982,IGLV3-1*01,82.374,278,49,0,797225,797502,1,278,1.18e-76,286
chr22:22437645-23366982,IGLV3-1*01,81.985,272,49,0,689861,690132,1,272,8.62e-74,277
chr22:22437645-23366982,IGLV3-1*01,82.625,259,45,0,747521,747779,3,261,2.09e-71,269
chr22:22437645-23366982,IGLV3-1*01,83.740,246,40,0,603980,604225,4,249,5.66e-70,264
chr22:22437645-23366982,IGLV3-1*01,79.920,249,50,0,646674,646922,1,249,7.30e-62,237
chr22:22437645-23366982,IGLV3-1*01,75.899,278,67,0,706192,706469,1,278,1.77e-59,229
chr22:22437645-23366982,IGLV3-1*01,77.273,264,60,0,579852,580115,1,264,1.77e-59,229
chr22:22437645-23366982,IGLV3-1*01,74.101,278,72,0,589980,590257,1,278,1.05e-54,213
chr22:22437645-23366982,IGLV3-1*01,78.313,249,52,1,680112,680358,1,249,7.64e-52,204
chr22:22437645-23366982,IGLV3-1*01,77.016,248,56,1,740918,741164,2,249,2.06e-50,199
chr22:22437645-23366982,IGLV3-1*01,79.087,263,49,2,835602,835858,1,263,1.50e-47,190
chr22:22437645-23366982,IGLV3-1*01,72.963,270,72,1,658728,658996,9,278,1.22e-45,183
chr22:22437645-23366982,IGLV3-1*01,72.692,260,70,1,675052,675310,1,260,8.88e-43,174
chr22:22437645-23366982,IGLV3-1*01,71.064,235,68,0,858440,858674,1,235,5.24e-38,158
chr22:22437645-23366982,IGLV3-1*01,69.636,247,75,0,843255,843501,3,249,4.72e-37,155
chr22:22437645-23366982,IGLV3-1*01,76.796,181,42,0,395256,395436,99,279,4.72e-37,155
chr22:22437645-23366982,IGLV3-1*01,72.143,280,72,1,298769,299048,6,279,4.25e-36,152
chr22:22437645-23366982,IGLV3-1*01,77.143,175,40,0,778034,778208,86,260,4.25e-36,152
chr22:22437645-23366982,IGLV3-1*01,69.732,261,78,1,799903,800162,1,261,1.27e-35,150
chr22:22437645-23366982,IGLV3-1*01,76.571,175,41,0,808320,808494,86,260,3.82e-35,148
chr22:22437645-23366982,IGLV3-1*01,74.093,193,50,0,334131,334323,87,279,3.82e-35,148
chr22:22437645-23366982,IGLV3-1*01,75.691,181,44,0,357225,357405,99,279,3.82e-35,148
chr22:22437645-23366982,IGLV3-1*01,72.881,236,62,2,724272,724505,43,278,1.03e-33,144
chr22:22437645-23366982,IGLV3-1*01,74.586,181,46,0,417466,417646,99,279,3.10e-33,142
chr22:22437645-23366982,IGLV3-1*01,74.444,180,46,0,303719,303898,100,279,9.29e-33,141
chr22:22437645-23366982,IGLV3-1*01,70.357,280,77,1,389595,389874,6,279,2.51e-31,136
chr22:22437645-23366982,IGLV3-1*01,74.286,175,45,0,744337,744511,86,260,2.51e-31,136
chr22:22437645-23366982,IGLV3-1*01,73.714,175,46,0,720213,720387,86,260,2.26e-30,133
chr22:22437645-23366982,IGLV3-1*01,73.143,175,47,0,683544,683718,86,260,2.03e-29,129
chr22:22437645-23366982,IGLV3-1*01,71.839,174,49,0,190975,191148,106,279,4.94e-27,122
chr22:22437645-23366982,IGLV3-1*01,72.840,162,44,0,565317,565478,99,260,4.44e-26,118
chr22:22437645-23366982,IGLV3-1*01,71.341,164,47,0,74924,75087,98,261,3.60e-24,112
chr22:22437645-23366982,IGLV3-1*01,69.714,175,53,0,842087,842261,86,260,1.08e-23,110
chr22:22437645-23366982,IGLV3-1*01,70.370,189,55,1,735686,735873,1,189,3.24e-23,109
chr22:22437645-23366982,IGLV3-1*01,77.686,121,27,0,2330,2450,159,279,9.72e-23,107
chr22:22437645-23366982,IGLV3-1*01,83.000,100,17,0,700642,700741,161,260,2.92e-22,106
chr22:22437645-23366982,IGLV3-1*01,82.000,100,18,0,759794,759893,161,260,2.62e-21,103
chr22:22437645-23366982,IGLV3-1*01,64.322,199,71,0,345931,346129,62,260,5.74e-18,91.9
chr22:22437645-23366982,IGLV3-1*01,74.312,109,28,0,7262,7370,166,274,4.65e-16,85.6
chr22:22437645-23366982,IGLV3-1*01,66.129,186,62,1,19625,19809,94,279,4.18e-15,82.4
chr22:22437645-23366982,IGLV3-1*01,73.171,123,32,1,650153,650275,139,260,1.13e-13,77.7
chr22:22437645-23366982,IGLV3-1*01,71.171,111,32,0,138459,138569,172,282,3.39e-13,76.1
chr22:22437645-23366982,IGLV3-1*01,75.862,87,21,0,735876,735962,173,259,3.05e-12,72.9
chr22:22437645-23366982,IGLV3-1*01,84.127,63,10,0,720128,720190,10,72,2.74e-11,69.7
chr22:22437645-23366982,IGLV3-1*01,84.127,63,10,0,777949,778011,10,72,2.74e-11,69.7
chr22:22437645-23366982,IGLV3-1*01,82.540,63,11,0,808235,808297,10,72,2.47e-10,66.6
chr22:22437645-23366982,IGLV3-1*01,80.303,66,13,0,303616,303681,6,71,7.41e-10,65.0
chr22:22437645-23366982,IGLV3-1*01,80.303,66,13,0,395154,395219,6,71,7.41e-10,65.0
chr22:22437645-23366982,IGLV3-1*01,64.848,165,57,1,55948,56111,99,263,7.41e-10,65.0
chr22:22437645-23366982,IGLV3-1*01,79.104,67,14,0,334044,334110,6,72,2.22e-09,63.4
chr22:22437645-23366982,IGLV3-1*01,79.104,67,14,0,357126,357192,6,72,2.22e-09,63.4
chr22:22437645-23366982,IGLV3-1*01,70.213,94,28,0,171977,172070,100,193,6.67e-09,61.8
chr22:22437645-23366982,IGLV3-1*01,77.612,67,15,0,417367,417433,6,72,2.00e-08,60.2
chr22:22437645-23366982,IGLV3-1*01,79.365,63,13,0,650028,650090,10,72,2.00e-08,60.2
chr22:22437645-23366982,IGLV3-1*01,77.778,63,14,0,190872,190934,9,71,1.80e-07,57.1
chr22:22437645-23366982,IGLV3-1*01,77.778,63,14,0,573488,573550,10,72,1.80e-07,57.1
chr22:22437645-23366982,IGLV3-1*01,77.778,63,14,0,683459,683521,10,72,1.80e-07,57.1
chr22:22437645-23366982,IGLV3-1*01,77.778,63,14,0,744252,744314,10,72,1.80e-07,57.1
chr22:22437645-23366982,IGLV3-1*01,76.563,64,15,0,352507,352570,219,282,5.40e-07,55.5
chr22:22437645-23366982,IGLV3-1*01,74.627,67,17,0,62633,62699,6,72,1.62e-06,53.9
chr22:22437645-23366982,IGLV3-1*01,77.966,59,13,0,435560,435618,6,64,1.62e-06,53.9
chr22:22437645-23366982,IGLV3-1*01,61.871,139,53,0,380141,380279,125,263,1.62e-06,53.9
chr22:22437645-23366982,IGLV3-1*01,70.886,79,23,0,172085,172163,202,280,1.62e-06,53.9
chr22:22437645-23366982,IGLV3-1*01,71.429,77,22,0,295236,295312,206,282,1.62e-06,53.9
chr22:22437645-23366982,IGLV3-1*01,76.667,60,14,0,345866,345925,6,65,4.86e-06,52.3
chr22:22437645-23366982,IGLV3-1*01,76.667,60,14,0,371271,371330,6,65,4.86e-06,52.3
chr22:22437645-23366982,IGLV3-1*01,77.586,58,13,0,177750,177807,9,66,4.86e-06,52.3
chr22:22437645-23366982,IGLV3-1*01,75.000,64,16,0,379082,379145,219,282,4.86e-06,52.3
chr22:22437645-23366982,IGLV3-1*01,76.667,60,14,0,329435,329494,219,278,4.86e-06,52.3
chr22:22437645-23366982,IGLV3-1*01,74.603,63,16,0,171880,171942,9,71,1.46e-05,50.7
chr22:22437645-23366982,IGLV3-1*01,74.603,63,16,0,565219,565281,10,72,1.46e-05,50.7
chr22:22437645-23366982,IGLV3-1*01,75.000,60,15,0,413143,413202,202,261,4.38e-05,49.1
chr22:22437645-23366982,IGLV3-1*01,73.770,61,16,0,378842,378902,6,66,1.31e-04,47.5
chr22:22437645-23366982,IGLV3-1*01,73.770,61,16,0,412920,412980,6,66,1.31e-04,47.5
chr22:22437645-23366982,IGLV3-1*01,64.583,96,34,0,857132,857227,166,261,3.94e-04,46.0
chr22:22437645-23366982,IGLV3-1*01,72.131,61,17,0,329195,329255,6,66,0.001,44.4
chr22:22437645-23366982,IGLV3-1*01,70.492,61,18,0,352267,352327,6,66,0.011,41.2
chr22:22437645-23366982,IGLV3-1*01,77.273,44,10,0,142481,142524,6,49,0.032,39.6
chr22:22437645-23366982,IGLV3-1*01,75.000,48,12,0,51520,51567,231,278,0.032,39.6
chr22:22437645-23366982,IGLV3-1*01,68.852,61,19,0,319495,319555,6,66,0.096,38.0
chr22:22437645-23366982,IGLV3-1*01,68.254,63,20,0,22380,22442,202,264,0.096,38.0
chr22:22437645-23366982,IGLV3-1*01,67.164,67,22,0,14918,14984,214,280,0.096,38.0
chr22:22437645-23366982,IGLV3-1*01,67.213,61,20,0,295009,295069,6,66,0.86,34.9
chr22:22437645-23366982,IGLV3-1*01,71.429,49,14,0,133476,133524,207,255,0.86,34.9
chr22:22437645-23366982,IGLV3-1*01,70.213,47,14,0,51273,51319,6,52,7.8,31.7
chr22:22437645-23366982,IGLV3-1*01,95.238,21,1,0,352369,352389,99,119,7.8,31.7
chr22:22437645-23366982,IGLV3-1*01,95.238,21,1,0,378944,378964,99,119,7.8,31.7
chr22:22437645-23366982,IGLV3-1*01,95.238,21,1,0,413022,413042,99,119,7.8,31.7
chr22:22437645-23366982,IGLV2-23*04,97.980,297,6,0,683450,683746,1,297,9.44e-127,453
chr22:22437645-23366982,IGLV2-23*04,96.633,297,10,0,744243,744539,1,297,6.20e-123,440
chr22:22437645-23366982,IGLV2-23*04,94.613,297,16,0,777940,778236,1,297,3.29e-117,421
chr22:22437645-23366982,IGLV2-23*04,93.603,297,19,0,808226,808522,1,297,2.40e-114,412
chr22:22437645-23366982,IGLV2-23*04,91.582,297,25,0,720119,720415,1,297,1.28e-108,393
chr22:22437645-23366982,IGLV2-23*04,89.492,295,31,0,841993,842287,1,295,6.10e-102,370
chr22:22437645-23366982,IGLV2-23*04,87.205,297,38,0,565210,565506,1,297,3.24e-96,351
chr22:22437645-23366982,IGLV2-23*04,81.145,297,56,0,573479,573775,1,297,4.87e-79,294
chr22:22437645-23366982,IGLV2-23*04,77.500,280,63,0,395149,395428,1,280,3.01e-64,245
chr22:22437645-23366982,IGLV2-23*04,77.407,270,61,0,303611,303880,1,270,2.19e-61,236
chr22:22437645-23366982,IGLV2-23*04,77.617,277,59,1,298764,299037,1,277,1.16e-55,217
chr22:22437645-23366982,IGLV2-23*04,76.015,271,62,1,389590,389857,1,271,6.19e-50,198
chr22:22437645-23366982,IGLV2-23*04,76.208,269,61,1,357121,357386,1,269,6.19e-50,198
chr22:22437645-23366982,IGLV2-23*04,75.836,269,62,1,334039,334304,1,269,5.57e-49,194
chr22:22437645-23366982,IGLV2-23*04,75.465,269,63,1,417362,417627,1,269,5.01e-48,191
chr22:22437645-23366982,IGLV2-23*04,73.034,267,70,2,550182,550447,4,269,7.19e-41,168
chr22:22437645-23366982,IGLV2-23*04,90.000,130,13,0,650019,650148,1,130,2.16e-40,166
chr22:22437645-23366982,IGLV2-23*04,80.473,169,33,0,700601,700769,129,297,6.47e-40,164
chr22:22437645-23366982,IGLV2-23*04,80.473,169,33,0,759753,759921,129,297,6.47e-40,164
chr22:22437645-23366982,IGLV2-23*04,68.889,270,84,0,62628,62897,1,270,1.94e-39,163
chr22:22437645-23366982,IGLV2-23*04,83.234,167,27,1,650137,650303,132,297,1.94e-39,163
chr22:22437645-23366982,IGLV2-23*04,78.882,161,34,0,579950,580110,108,268,3.82e-35,148
chr22:22437645-23366982,IGLV2-23*04,72.862,269,67,2,2169,2431,1,269,3.10e-33,142
chr22:22437645-23366982,IGLV2-23*04,69.288,267,80,2,55845,56109,4,270,2.51e-31,136
chr22:22437645-23366982,IGLV2-23*04,73.714,175,46,0,866458,866632,95,269,2.26e-30,133
chr22:22437645-23366982,IGLV2-23*04,67.897,271,84,1,190864,191131,1,271,6.09e-29,128
chr22:22437645-23366982,IGLV2-23*04,73.529,170,45,0,672447,672616,100,269,6.09e-29,128
chr22:22437645-23366982,IGLV2-23*04,73.653,167,44,0,653996,654162,109,275,1.83e-28,126
chr22:22437645-23366982,IGLV2-23*04,72.414,174,48,0,804787,804960,96,269,5.49e-28,125
chr22:22437645-23366982,IGLV2-23*04,74.074,162,42,0,698334,698495,108,269,5.49e-28,125
chr22:22437645-23366982,IGLV2-23*04,72.840,162,44,0,706290,706451,108,269,4.44e-26,118
chr22:22437645-23366982,IGLV2-23*04,71.098,173,50,0,733036,733208,97,269,1.33e-25,117
chr22:22437645-23366982,IGLV2-23*04,68.617,188,59,0,689933,690120,82,269,3.60e-24,112
chr22:22437645-23366982,IGLV2-23*04,69.444,180,55,0,797312,797491,97,276,3.60e-24,112
chr22:22437645-23366982,IGLV2-23*04,71.605,162,46,0,757627,757788,108,269,3.60e-24,112
chr22:22437645-23366982,IGLV2-23*04,68.449,187,59,0,590078,590264,108,294,1.08e-23,110
chr22:22437645-23366982,IGLV2-23*04,62.362,271,102,0,345861,346131,1,271,9.72e-23,107
chr22:22437645-23366982,IGLV2-23*04,70.036,277,74,2,171881,172154,10,280,8.75e-22,104
chr22:22437645-23366982,IGLV2-23*04,61.852,270,103,0,371266,371535,1,270,2.62e-21,103
chr22:22437645-23366982,IGLV2-23*04,69.091,220,65,2,346952,347168,53,272,2.36e-20,99.9
chr22:22437645-23366982,IGLV2-23*04,67.925,159,51,0,604067,604225,100,258,5.74e-18,91.9
chr22:22437645-23366982,IGLV2-23*04,66.082,171,58,0,373361,373531,102,272,5.16e-17,88.8
chr22:22437645-23366982,IGLV2-23*04,65.789,266,86,2,8821,9081,1,266,1.55e-16,87.2
chr22:22437645-23366982,IGLV2-23*04,64.362,188,67,0,74925,75112,108,295,1.55e-16,87.2
chr22:22437645-23366982,IGLV2-23*04,65.909,220,72,1,450906,451122,53,272,4.65e-16,85.6
chr22:22437645-23366982,IGLV2-23*04,67.550,151,49,0,843351,843501,108,258,4.65e-16,85.6
chr22:22437645-23366982,IGLV2-23*04,64.773,176,62,0,14718,14893,2,177,1.39e-15,84.0
chr22:22437645-23366982,IGLV2-23*04,68.841,138,43,0,384030,384167,128,265,1.39e-15,84.0
chr22:22437645-23366982,IGLV2-23*04,68.750,160,49,1,658818,658976,108,267,4.18e-15,82.4
chr22:22437645-23366982,IGLV2-23*04,73.016,126,33,1,724371,724495,152,277,3.76e-14,79.2
chr22:22437645-23366982,IGLV2-23*04,65.000,160,56,0,353584,353743,123,282,1.13e-13,77.7
chr22:22437645-23366982,IGLV2-23*04,74.561,114,28,1,598096,598208,24,137,3.39e-13,76.1
chr22:22437645-23366982,IGLV2-23*04,71.171,111,32,0,741054,741164,148,258,3.39e-13,76.1
chr22:22437645-23366982,IGLV2-23*04,74.737,95,24,0,138453,138547,175,269,3.39e-13,76.1
chr22:22437645-23366982,IGLV2-23*04,69.333,150,44,1,680211,680358,109,258,3.05e-12,72.9
chr22:22437645-23366982,IGLV2-23*04,74.627,134,30,1,835726,835855,136,269,3.05e-12,72.9
chr22:22437645-23366982,IGLV2-23*04,66.923,130,43,0,414170,414299,123,252,9.15e-12,71.3
chr22:22437645-23366982,IGLV2-23*04,84.375,64,10,0,411374,411437,203,266,9.15e-12,71.3
chr22:22437645-23366982,IGLV2-23*04,64.135,237,82,3,686082,686315,5,241,7.41e-10,65.0
chr22:22437645-23366982,IGLV2-23*04,65.385,130,45,0,330479,330608,123,252,7.41e-10,65.0
chr22:22437645-23366982,IGLV2-23*04,72.941,85,23,0,820270,820354,184,268,2.22e-09,63.4
chr22:22437645-23366982,IGLV2-23*04,63.713,237,83,3,664488,664721,5,241,6.67e-09,61.8
chr22:22437645-23366982,IGLV2-23*04,81.667,60,11,0,177970,178029,211,270,6.67e-09,61.8
chr22:22437645-23366982,IGLV2-23*04,77.778,63,14,0,866382,866444,10,72,1.80e-07,57.1
chr22:22437645-23366982,IGLV2-23*04,61.871,139,53,0,412915,413053,1,139,1.62e-06,53.9
chr22:22437645-23366982,IGLV2-23*04,62.500,128,48,0,352262,352389,1,128,4.86e-06,52.3
chr22:22437645-23366982,IGLV2-23*04,62.500,128,48,0,378837,378964,1,128,4.86e-06,52.3
chr22:22437645-23366982,IGLV2-23*04,61.538,130,50,0,177751,177880,10,139,4.38e-05,49.1
chr22:22437645-23366982,IGLV2-23*04,72.093,86,23,1,142479,142563,4,89,1.31e-04,47.5
chr22:22437645-23366982,IGLV2-23*04,74.576,59,15,0,221079,221137,211,269,1.31e-04,47.5
chr22:22437645-23366982,IGLV2-23*04,60.145,138,55,0,295004,295141,1,138,3.94e-04,46.0
chr22:22437645-23366982,IGLV2-23*04,70.000,70,21,0,698245,698314,10,79,3.94e-04,46.0
chr22:22437645-23366982,IGLV2-23*04,73.333,60,16,0,22379,22438,210,269,3.94e-04,46.0
chr22:22437645-23366982,IGLV2-23*04,60.630,127,50,0,329190,329316,1,127,0.001,44.4
chr22:22437645-23366982,IGLV2-23*04,62.857,140,51,1,729640,729778,97,236,0.001,44.4
chr22:22437645-23366982,IGLV2-23*04,74.074,54,14,0,182372,182425,208,261,0.004,42.8
chr22:22437645-23366982,IGLV2-23*04,96.296,27,1,0,323931,323957,53,79,0.011,41.2
chr22:22437645-23366982,IGLV2-23*04,96.296,27,1,0,411230,411256,54,80,0.011,41.2
chr22:22437645-23366982,IGLV2-23*04,71.930,57,16,0,650319,650375,185,241,0.011,41.2
chr22:22437645-23366982,IGLV2-23*04,67.647,68,22,0,319490,319557,1,68,0.032,39.6
chr22:22437645-23366982,IGLV2-23*04,67.143,70,23,0,804710,804779,10,79,0.032,39.6
chr22:22437645-23366982,IGLV2-23*04,75.000,48,12,0,323977,324024,102,149,0.032,39.6
chr22:22437645-23366982,IGLV2-23*04,65.753,73,25,0,856956,857028,5,77,0.096,38.0
chr22:22437645-23366982,IGLV2-23*04,92.593,27,2,0,373316,373342,54,80,0.096,38.0
chr22:22437645-23366982,IGLV2-23*04,72.917,48,13,0,51268,51315,1,48,0.29,36.5
chr22:22437645-23366982,IGLV2-23*04,73.913,46,12,0,87492,87537,5,50,0.29,36.5
chr22:22437645-23366982,IGLV2-23*04,65.714,70,24,0,757538,757607,10,79,0.29,36.5
chr22:22437645-23366982,IGLV2-23*04,85.714,28,4,0,64720,64747,53,80,2.6,33.3
chr22:22437645-23366982,IGLV2-23*04,67.925,53,17,0,411275,411327,102,154,7.8,31.7
chr22:22437645-23366982,IGLV2-23*04,78.788,33,7,0,295186,295218,171,203,7.8,31.7
chr22:22437645-23366982,IGLV5-48*02,95.513,312,14,0,329190,329501,1,312,2.83e-126,451
chr22:22437645-23366982,IGLV5-48*02,94.551,312,17,0,352262,352573,1,312,2.07e-123,442
chr22:22437645-23366982,IGLV5-48*02,92.308,312,24,0,378837,379148,1,312,9.88e-117,420
chr22:22437645-23366982,IGLV5-48*02,91.987,312,25,0,412915,413226,1,312,8.89e-116,416
chr22:22437645-23366982,IGLV5-48*02,83.882,304,49,0,295004,295307,1,304,4.65e-89,328
chr22:22437645-23366982,IGLV5-48*02,77.558,303,68,0,177748,178050,7,309,1.89e-70,266
chr22:22437645-23366982,IGLV5-48*02,79.167,312,60,2,51268,51574,1,312,2.71e-63,242
chr22:22437645-23366982,IGLV5-48*02,78.986,276,56,1,46309,46582,1,276,6.57e-61,234
chr22:22437645-23366982,IGLV5-48*02,74.597,248,63,0,155087,155334,36,283,5.57e-49,194
chr22:22437645-23366982,IGLV5-48*02,73.276,232,62,0,34401,34632,1,232,2.66e-42,172
chr22:22437645-23366982,IGLV5-48*02,67.213,305,100,0,220851,221155,1,305,7.19e-41,168
chr22:22437645-23366982,IGLV5-48*02,71.484,256,67,3,174939,175192,25,276,1.20e-24,114
chr22:22437645-23366982,IGLV5-48*02,76.613,124,29,0,87923,88046,153,276,2.92e-22,106
chr22:22437645-23366982,IGLV5-48*02,74.830,147,35,1,87492,87636,5,151,2.13e-19,96.7
chr22:22437645-23366982,IGLV5-48*02,78.161,87,19,0,319490,319576,1,87,3.76e-14,79.2
chr22:22437645-23366982,IGLV5-48*02,66.667,123,41,0,172039,172161,183,305,2.47e-10,66.6
chr22:22437645-23366982,IGLV5-48*02,75.325,77,19,0,820083,820159,3,79,2.22e-09,63.4
chr22:22437645-23366982,IGLV5-48*02,63.309,139,51,0,720119,720257,1,139,2.00e-08,60.2
chr22:22437645-23366982,IGLV5-48*02,71.264,87,25,0,138274,138360,1,87,2.00e-08,60.2
chr22:22437645-23366982,IGLV5-48*02,64.063,128,46,0,74818,74945,1,128,6.00e-08,58.6
chr22:22437645-23366982,IGLV5-48*02,84.615,52,8,0,7315,7366,246,297,6.00e-08,58.6
chr22:22437645-23366982,IGLV5-48*02,92.857,42,3,0,778167,778208,246,287,6.00e-08,58.6
chr22:22437645-23366982,IGLV5-48*02,62.590,139,52,0,808226,808364,1,139,1.80e-07,57.1
chr22:22437645-23366982,IGLV5-48*02,80.702,57,11,0,138506,138562,246,302,1.80e-07,57.1
chr22:22437645-23366982,IGLV5-48*02,90.698,43,4,0,357345,357387,246,288,1.80e-07,57.1
chr22:22437645-23366982,IGLV5-48*02,90.698,43,4,0,417586,417628,246,288,1.80e-07,57.1
chr22:22437645-23366982,IGLV5-48*02,71.250,80,23,0,7082,7161,1,80,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,80.357,56,11,0,14923,14978,246,301,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,303838,303879,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,395376,395417,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,565437,565478,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,650234,650275,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,700700,700741,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,720346,720387,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,744470,744511,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,90.476,42,4,0,759852,759893,246,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,92.500,40,3,0,808455,808494,248,287,5.40e-07,55.5
chr22:22437645-23366982,IGLV5-48*02,61.871,139,53,0,744243,744381,1,139,1.62e-06,53.9
chr22:22437645-23366982,IGLV5-48*02,90.244,41,4,0,683678,683718,247,287,1.62e-06,53.9
chr22:22437645-23366982,IGLV5-48*02,81.132,53,10,0,757755,757807,254,306,1.62e-06,53.9
chr22:22437645-23366982,IGLV5-48*02,75.806,62,15,0,706410,706471,246,307,4.86e-06,52.3
chr22:22437645-23366982,IGLV5-48*02,76.667,60,14,0,191088,191147,246,305,4.86e-06,52.3
chr22:22437645-23366982,IGLV5-48*02,61.151,139,54,0,777940,778078,1,139,1.46e-05,50.7
chr22:22437645-23366982,IGLV5-48*02,70.667,75,22,0,856956,857030,5,79,1.46e-05,50.7
